ID,Mod
1776939,NM3
2545898,NM1
3149984,NM3
2223963,NM1
129891,NM2
2809623,NM3
3075536,NM4
2954960,NM1
817155,NM2
1253351,NM3
2590940,NM4
2773133,NM1
3003518,NM3
2556965,NM1
2242807,NM4
2386178,NM1
1062577,NM4
2660097,NM4
1105014,NM1
1853452,NM3
3251845,NM4
2326006,NM3
3058966,NM4
3321639,NM3
2755377,NM3
3278348,NM2
2686649,NM3
2866795,NM4
3162796,NM4
3263130,NM2
3224533,NM3
3228591,NM4
3420222,NM2
3107406,NM3
3438884,NM3
3145042,NM3
3164386,NM4
2944895,NM1
2983271,NM4
3181167,NM1
3037872,NM3
2012343,NM4
3262862,NM2
3338380,NM1
2812266,NM3
1825953,NM1
789668,NM2
2390694,NM3
2631145,NM4
1105826,NM1
1945547,NM3
2729871,NM4
2589617,NM1
2063029,NM3
2868791,NM4
2187883,NM1
3167357,NM2
3128396,NM3
2567564,NM1
2024206,NM2
3172759,NM4
2016168,NM2
2890370,NM3
3104522,NM1
2507141,NM2
3269529,NM3
2906211,NM4
3203738,NM2
3203796,NM4
3078796,NM1
2454706,NM2
3239062,NM1
3068838,NM3
3205991,NM4
3254107,NM3
3004925,NM4
3196323,NM1
2477243,NM2
1622205,NM4
3271906,NM4
2240593,NM1
2811348,NM2
2456079,NM1
124264,NM2
2499391,NM3
2597028,NM4
1992475,NM1
2838467,NM2
1662871,NM3
1444316,NM4
2035698,NM2
2853446,NM3
2400076,NM4
2175468,NM1
2498021,NM1
2631491,NM1
2709839,NM2
2680934,NM3
2248107,NM4
3215610,NM2
1303427,NM4
2740495,NM1
3179700,NM2
1671458,NM4
2891246,NM1
3205949,NM2
3205283,NM4
2578306,NM1
3119075,NM3
1046293,NM1
1367498,NM3
3180420,NM4
3161838,NM1
3243663,NM2
3181958,NM3
2930403,NM4
2707973,NM2
2599592,NM3
2976704,NM1
2729687,NM3
2745135,NM3
2365948,NM4
2503401,NM1
2432641,NM2
2607087,NM3
1979370,NM4
177735,NM1
2603609,NM4
1162468,NM1
785113,NM2
2503006,NM4
1566637,NM4
3423785,NM3
1481207,NM4
2565154,NM4
2276025,NM4
2963964,NM3
2807033,NM4
2792203,NM1
2580586,NM3
3054838,NM2
1846365,NM3
2622415,NM4
3056371,NM1
2994531,NM2
2347615,NM4
2324475,NM2
2034284,NM3
3105306,NM2
2717891,NM4
2907854,NM1
1083202,NM3
1938276,NM1
2680834,NM3
2361622,NM4
2879997,NM1
1792999,NM4
2166045,NM1
243657,NM2
2956462,NM4
2172149,NM1
2735803,NM4
2185651,NM3
1342357,NM4
2019360,NM1
3262368,NM2
3133084,NM3
2231705,NM1
1569488,NM3
690027,NM1
2318911,NM3
1392665,NM4
718643,NM1
2603689,NM3
2448363,NM4
3071710,NM3
567952,NM1
3132548,NM3
2593763,NM1
2973666,NM3
1649482,NM3
1244426,NM4
2984502,NM1
1781731,NM3
3276740,NM3
3249380,NM2
2745957,NM3
3299411,NM4
338682,NM1
2529614,NM3
977198,NM4
1632332,NM3
2466446,NM1
2347773,NM4
3262706,NM1
2894630,NM2
3333446,NM4
2818017,NM1
2931693,NM2
3033108,NM3
3339802,NM3
3292544,NM4
3195430,NM4
3266453,NM2
2680328,NM3
3156268,NM3
2708967,NM3
3181958,NM4
2074994,NM3
3159058,NM4
2643379,NM1
3183543,NM3
2699218,NM4
895478,NM4
1715921,NM3
2218604,NM4
1813521,NM1
1842523,NM4
2916562,NM1
2245147,NM2
2399834,NM3
2788974,NM4
2750570,NM1
2940824,NM2
2022378,NM3
2389811,NM4
2824457,NM2
1488898,NM1
2778782,NM1
3256035,NM4
1701160,NM1
3045026,NM4
2547849,NM1
2768928,NM1
3070012,NM4
3301301,NM4
2219160,NM3
1894469,NM4
2515515,NM1
3009647,NM3
2998900,NM1
2884796,NM2
2246356,NM3
2689780,NM1
3205720,NM4
3438674,NM2
3216805,NM3
3243430,NM2
3359370,NM3
3421688,NM4
3459651,NM1
3179973,NM3
2996940,NM4
3332588,NM4
2971670,NM1
3437554,NM4
2284662,NM1
3471755,NM4
3480896,NM2
3351795,NM1
2651798,NM4
3249564,NM1
3400213,NM2
3412659,NM1
3333973,NM3
3415866,NM1
3435566,NM1
3448615,NM2
3266522,NM3
3448347,NM4
3394172,NM4
3471880,NM2
1390577,NM4
3066712,NM1
3481302,NM2
3481520,NM3
3416868,NM4
2430049,NM1
3079834,NM3
3311532,NM4
3243261,NM4
1467196,NM1
2875433,NM2
2617306,NM3
1816733,NM4
2907086,NM3
3359370,NM4
3205283,NM3
2812266,NM4
2995484,NM1
3494362,NM2
2357069,NM4
3316178,NM4
2155904,NM3
2057956,NM4
2580856,NM3
2829202,NM1
1373874,NM4
3103748,NM1
2583501,NM2
1351114,NM4
3244733,NM1
3193214,NM2
3168251,NM3
2406736,NM3
3006239,NM4
661705,NM1
2647186,NM3
1896582,NM4
2473365,NM3
3339815,NM3
3157743,NM4
2269795,NM3
3431510,NM2
3502746,NM2
2445848,NM3
3229024,NM3
3523280,NM1
3081743,NM2
3082601,NM3
2778368,NM4
3205100,NM2
2529484,NM3
2613140,NM4
1193512,NM1
2047408,NM2
3404787,NM4
1568959,NM1
3134174,NM4
3448524,NM1
3448526,NM2
3081305,NM3
3448553,NM4
1594266,NM1
3316856,NM3
3326282,NM4
1629264,NM1
3170501,NM2
3005485,NM2
3239350,NM4
1713168,NM1
3081313,NM4
3205649,NM1
3356229,NM3
2264154,NM4
3157748,NM2
2011762,NM2
3068492,NM1
2499534,NM3
2801406,NM3
1889132,NM2
3165704,NM3
1935726,NM4
2294527,NM1
1974347,NM3
2406944,NM4
3351879,NM1
3385966,NM2
1294744,NM3
1216667,NM4
3205642,NM1
2856232,NM3
1968148,NM4
3073990,NM1
2191264,NM3
1575327,NM4
2072570,NM1
2476349,NM3
3195200,NM4
3385806,NM1
3259565,NM4
493808,NM1
3089773,NM3
817929,NM1
2753127,NM3
2345637,NM3
2852980,NM1
1603957,NM3
1242787,NM4
2025135,NM1
3143257,NM3
2905235,NM4
3348480,NM1
1628302,NM4
3169485,NM2
1781731,NM4
2953100,NM1
1306747,NM3
2643112,NM4
3044298,NM1
3466093,NM3
2731084,NM4
2873968,NM2
3079723,NM4
3386365,NM1
3360639,NM4
3388584,NM1
2679477,NM2
2267541,NM3
1273760,NM4
3291477,NM4
1315116,NM1
1142251,NM1
3061008,NM2
3015861,NM4
3323779,NM3
3154910,NM3
3502280,NM1
1594774,NM1
2006053,NM3
1691949,NM4
2911797,NM1
3377399,NM4
3124446,NM4
3368030,NM1
3289450,NM2
2466777,NM1
3215025,NM4
3265950,NM1
2580590,NM4
2147636,NM1
1639734,NM4
1245066,NM1
2826252,NM2
2990225,NM4
2533342,NM3
822938,NM4
2945039,NM1
2935021,NM2
1430822,NM3
2790135,NM1
1805022,NM2
3316178,NM3
2453613,NM4
718156,NM2
2663020,NM3
3032516,NM4
2647601,NM4
2400926,NM3
2636826,NM4
3544033,NM1
1932489,NM2
3125070,NM3
3229026,NM4
3239350,NM3
2831708,NM4
2856775,NM1
2626508,NM4
3192918,NM1
3142708,NM2
1857147,NM3
1697021,NM3
3117956,NM4
1659770,NM3
2161658,NM4
2817424,NM3
1958096,NM3
1871128,NM4
3557042,NM1
3557274,NM2
3557379,NM3
3557096,NM4
2350016,NM1
3460260,NM2
3461182,NM3
3461180,NM4
3188797,NM3
3483579,NM2
2503993,NM2
2702487,NM4
3503832,NM3
3504102,NM1
3515039,NM4
3514870,NM1
3513453,NM2
3513428,NM3
1850838,NM1
2803777,NM3
2702380,NM2
1182535,NM3
1253062,NM4
3474728,NM3
1836239,NM4
1673604,NM1
3279045,NM3
2453247,NM4
3288489,NM1
2360507,NM2
3120956,NM3
2658757,NM1
3328031,NM3
3012571,NM4
2402931,NM1
3344294,NM1
3129448,NM4
3340974,NM3
2551411,NM1
2744036,NM2
3124371,NM3
3142502,NM3
3352021,NM2
2386957,NM1
2529041,NM4
2193364,NM1
2760786,NM1
2899404,NM3
3497237,NM2
3242457,NM3
3059190,NM2
2032654,NM3
1693153,NM1
3089024,NM4
3385230,NM1
2902017,NM2
2719943,NM4
270490,NM4
2994140,NM3
3211666,NM1
3493160,NM2
3365041,NM3
3493170,NM4
3503549,NM1
3335664,NM2
3227289,NM4
3514353,NM2
3461183,NM3
3514299,NM4
3524633,NM2
3524629,NM3
3524592,NM4
3535240,NM1
3535254,NM4
2232924,NM1
3547294,NM2
3335880,NM4
3253600,NM1
2999755,NM1
2866773,NM2
3113401,NM4
2715692,NM2
3216130,NM4
3185984,NM4
3115920,NM1
2568326,NM4
3460802,NM4
2995221,NM1
3114956,NM2
2461651,NM1
2983479,NM2
3250914,NM1
3385965,NM2
633375,NM1
803199,NM1
2976729,NM2
1149435,NM3
2568398,NM4
2536239,NM4
3114646,NM1
3338638,NM3
2188807,NM4
3057055,NM2
3267739,NM3
3079783,NM4
3324712,NM1
3153693,NM3
2035586,NM1
3096550,NM2
3033881,NM3
3173268,NM1
2844883,NM3
3409907,NM4
3259994,NM1
3517016,NM2
3168353,NM3
2069601,NM1
3206661,NM4
1776181,NM1
3181310,NM3
3555094,NM4
3589449,NM2
3312302,NM3
2917347,NM1
2835894,NM3
3333448,NM4
2619190,NM1
3011729,NM2
2929300,NM3
1737928,NM4
1960793,NM1
3220743,NM3
3089381,NM4
3056495,NM1
3303443,NM4
3168015,NM1
3477484,NM3
3156597,NM4
3555061,NM1
2585154,NM1
2689069,NM3
3064148,NM4
2350478,NM1
3353721,NM1
2195984,NM3
2898312,NM1
2628639,NM2
2706390,NM1
3036865,NM2
3350068,NM3
3299359,NM4
3136057,NM4
3196892,NM1
3287830,NM4
2623955,NM4
1641194,NM1
3092114,NM1
3317585,NM2
3109786,NM4
2145701,NM4
2485543,NM1
1610567,NM4
3768486,NM1
1395967,NM3
3594874,NM2
2785432,NM1
3192266,NM1
3542932,NM2
3110178,NM3
3554135,NM1
2586617,NM3
3244371,NM4
3569721,NM1
3314541,NM3
3389359,NM4
3580088,NM1
3407350,NM3
3580580,NM4
3408413,NM1
3097055,NM3
2771203,NM4
2466971,NM4
2591255,NM1
3316857,NM3
3200649,NM4
2415723,NM3
3155647,NM1
2966498,NM4
3169925,NM2
3169568,NM4
3169154,NM1
3580335,NM2
3499455,NM4
3591499,NM1
3591502,NM2
3216836,NM4
2636626,NM1
3403371,NM1
3414737,NM3
3756543,NM4
3160790,NM1
3361539,NM3
2973666,NM4
3214639,NM1
2347615,NM3
3194390,NM3
3632423,NM1
2217693,NM1
2696960,NM1
2827368,NM4
3542837,NM2
2755634,NM1
2318302,NM3
3048435,NM1
3521278,NM1
927672,NM2
3011287,NM1
2765544,NM3
3535916,NM4
3465034,NM2
2722432,NM4
1091903,NM1
2231774,NM1
2830561,NM4
2803671,NM4
2907162,NM2
2977897,NM4
2665225,NM4
3257640,NM4
2413860,NM4
3066431,NM3
1419975,NM1
3557468,NM2
2445272,NM3
3480172,NM4
3489556,NM1
2038186,NM2
2017880,NM4
2802156,NM2
3540690,NM3
3424625,NM4
3404788,NM1
3553117,NM2
1868671,NM3
3513203,NM4
3521387,NM1
2332178,NM2
3144568,NM3
3664899,NM4
1779343,NM1
3625849,NM2
3557351,NM3
2301486,NM4
3555564,NM2
2264154,NM3
3503076,NM4
3569465,NM1
3756543,NM3
3461206,NM4
3356836,NM2
3316856,NM4
3300929,NM1
2593345,NM4
3332588,NM3
3612367,NM4
3436604,NM1
3311337,NM3
3224533,NM4
104229,NM1
2721306,NM3
3334382,NM1
3010492,NM4
3532244,NM1
2677498,NM2
3167034,NM4
3057533,NM2
2615879,NM4
2998902,NM1
178966,NM3
3025307,NM1
2473466,NM4
966576,NM1
251596,NM3
1674644,NM4
1943013,NM3
2833226,NM4
2806218,NM2
3069924,NM1
3622466,NM3
3564151,NM3
2036061,NM4
3435049,NM2
3535885,NM3
3244371,NM3
3430156,NM4
3479041,NM1
2537709,NM3
2590503,NM4
3263248,NM4
3206402,NM2
3167034,NM3
3601681,NM4
3612033,NM2
3466259,NM4
3502295,NM4
1502029,NM1
3361539,NM4
611751,NM1
3216574,NM1
2292063,NM4
3149845,NM1
3140918,NM3
3133585,NM4
2317881,NM1
1438557,NM3
3418144,NM4
1454407,NM4
3040670,NM2
2446824,NM4
2781252,NM4
2926505,NM1
2824933,NM1
3650832,NM2
3419931,NM1
3373876,NM2
3084859,NM4
3435073,NM1
3813026,NM3
3603353,NM4
3711818,NM1
3711420,NM3
3711568,NM4
3722078,NM1
3722071,NM2
3056372,NM1
3374074,NM3
1468581,NM4
2495430,NM1
3568109,NM2
1013338,NM3
2557886,NM4
3423836,NM4
955063,NM1
494818,NM4
3644487,NM2
714001,NM1
3643222,NM2
3643126,NM3
2353509,NM4
2059892,NM1
3654975,NM2
1688154,NM3
2329587,NM4
1989563,NM1
3090627,NM2
3666615,NM3
1838664,NM4
2100723,NM1
3677213,NM2
1026010,NM3
1975001,NM4
3690333,NM1
905800,NM2
1271397,NM3
3594503,NM4
2056973,NM1
3701130,NM2
3701118,NM3
2217905,NM1
2360510,NM2
3710723,NM3
3710636,NM4
2817353,NM1
3205635,NM3
3136135,NM4
3663509,NM2
3180421,NM4
3682937,NM1
1063000,NM1
3650435,NM3
1360599,NM4
2692144,NM1
3200714,NM4
3010178,NM1
3262668,NM3
1861814,NM1
1957429,NM2
1412016,NM4
1901149,NM3
2039533,NM4
2336765,NM1
1419801,NM1
2908767,NM4
855762,NM1
1290095,NM4
2875429,NM3
1771721,NM4
3566497,NM1
3588248,NM4
3603027,NM1
3166140,NM3
3448376,NM4
3695972,NM3
2899154,NM4
3532245,NM1
3397676,NM3
2520179,NM4
1981831,NM4
3169762,NM1
3133390,NM2
3666616,NM3
3659002,NM1
3323522,NM3
3680112,NM4
3622335,NM2
3496104,NM1
3608521,NM3
3057763,NM1
3665497,NM4
2904484,NM1
3272816,NM4
3654420,NM1
3301559,NM2
3643414,NM1
3462116,NM2
2087289,NM4
2911065,NM1
3677675,NM2
3718674,NM3
3255768,NM4
2723860,NM1
1868972,NM2
2909812,NM4
2905739,NM1
2098737,NM4
2959921,NM2
2895177,NM4
2139557,NM1
3242504,NM2
946413,NM4
2756612,NM1
1273321,NM3
3108100,NM3
3025277,NM1
3672489,NM4
3701013,NM2
3701080,NM4
3711633,NM1
3591639,NM3
3711676,NM4
3731511,NM1
3174951,NM1
3347341,NM4
3242515,NM2
281631,NM2
3677357,NM3
2643106,NM4
2868816,NM1
1768264,NM3
1863228,NM2
2994233,NM3
1839666,NM1
2817148,NM3
3541633,NM4
3356266,NM1
3648077,NM2
3404664,NM3
2148625,NM4
3026900,NM1
3660035,NM4
3386362,NM1
3673284,NM2
3475324,NM3
3598884,NM4
3642383,NM1
3099686,NM3
3334163,NM1
3520394,NM3
2998904,NM1
3582311,NM3
1508668,NM1
1794985,NM1
3534845,NM2
2203610,NM4
2905151,NM1
3262369,NM2
2633812,NM1
3315925,NM3
2907229,NM4
3311891,NM2
3416138,NM3
3105787,NM1
3647284,NM4
3298667,NM1
3794517,NM1
3404788,NM4
2380608,NM3
2937684,NM3
3661943,NM4
3607631,NM4
3601681,NM3
3481644,NM4
3776531,NM1
3035184,NM1
3616997,NM1
3793449,NM2
3794033,NM3
3034628,NM1
3802846,NM4
3822204,NM1
3625849,NM3
3450779,NM4
3340977,NM1
2415476,NM1
928612,NM2
2708965,NM4
3072862,NM1
3601683,NM3
3591999,NM1
3759277,NM2
3256477,NM3
3795251,NM4
3620650,NM1
3500174,NM3
2422768,NM4
3517036,NM1
3376932,NM2
3323667,NM3
3173785,NM4
3447326,NM1
3561450,NM2
3515032,NM3
3570926,NM4
3144450,NM1
3413538,NM2
3506747,NM4
2351193,NM2
2801804,NM3
3191483,NM1
3331199,NM2
2811989,NM4
3595696,NM4
3080115,NM1
3522654,NM1
3689911,NM2
3357446,NM3
3065019,NM4
3588678,NM4
3515895,NM4
3215612,NM2
3668660,NM4
3481655,NM1
1844382,NM4
3616426,NM2
2236143,NM4
1928700,NM1
3401655,NM3
2287658,NM4
3255289,NM3
3371330,NM4
1451025,NM2
1804206,NM3
2903834,NM4
2510762,NM1
3634861,NM4
3701299,NM2
3787512,NM3
2288790,NM1
2850156,NM3
2637278,NM4
3595089,NM2
3813926,NM1
3755661,NM2
3814406,NM3
2731544,NM4
2807621,NM1
3836604,NM1
3836661,NM3
3014360,NM4
2439452,NM4
3298611,NM1
3257203,NM1
225490,NM2
3070926,NM3
993724,NM1
890084,NM1
2266153,NM4
2457669,NM1
3157178,NM3
3473011,NM1
3623248,NM3
2488655,NM3
2362076,NM4
3795171,NM2
3205097,NM3
2877438,NM4
2828520,NM1
3512240,NM3
3486485,NM1
3064464,NM3
3672709,NM1
2328215,NM2
3336371,NM3
3079763,NM4
3528869,NM3
3735238,NM3
3716155,NM4
2603315,NM1
3688631,NM4
3603500,NM3
3196891,NM1
3695841,NM2
3019856,NM4
3549507,NM1
3526945,NM3
1287822,NM3
3277371,NM1
2367231,NM1
3319012,NM4
3833023,NM3
2803688,NM4
3603350,NM3
2996741,NM4
2769042,NM1
3734981,NM1
3210249,NM2
3648315,NM3
3643054,NM1
3723927,NM4
1737389,NM1
3313830,NM1
3253226,NM1
3721496,NM2
3647040,NM3
3657536,NM1
2915478,NM4
3370125,NM1
3209915,NM4
3754417,NM1
3666429,NM2
2919880,NM3
3841861,NM2
3752651,NM4
3622090,NM4
3622063,NM1
3845085,NM4
2299782,NM2
3587036,NM4
3792239,NM4
3859785,NM2
3744036,NM3
3751452,NM4
3649071,NM4
3754086,NM2
3790723,NM2
3614063,NM4
1428482,NM1
2636464,NM2
2306852,NM3
1360970,NM4
2901533,NM1
3076248,NM2
3206654,NM4
2529007,NM1
332590,NM2
3208525,NM3
2219882,NM4
1450900,NM1
2731096,NM2
2393405,NM3
2460538,NM1
3255601,NM2
2256146,NM3
3266811,NM2
3216657,NM3
3266861,NM4
2349437,NM3
3131694,NM4
3565302,NM1
2895406,NM4
2540371,NM1
3832127,NM4
3729848,NM1
3842146,NM3
3238107,NM4
3332936,NM2
3734887,NM3
2848184,NM1
1464590,NM4
2815257,NM1
3500174,NM4
3516864,NM4
3746525,NM2
3712677,NM3
2399938,NM4
3807210,NM3
3599829,NM4
2181250,NM1
2331567,NM2
3311346,NM3
3802851,NM3
3462461,NM4
3763939,NM1
3643939,NM4
3012187,NM1
3257369,NM3
1585979,NM4
2975107,NM4
3471407,NM1
3829913,NM2
3829064,NM4
3841379,NM1
2453613,NM3
3740872,NM4
2779139,NM4
3361023,NM1
3371047,NM4
3868556,NM1
973278,NM1
541990,NM2
2952502,NM4
768942,NM1
1315116,NM2
1742629,NM1
3369327,NM2
857586,NM3
2184492,NM4
2085629,NM1
3121361,NM2
2646718,NM3
1710848,NM4
1573999,NM2
2708983,NM4
2011390,NM2
3051587,NM3
1696625,NM4
3831252,NM1
3831190,NM2
3830393,NM3
3831280,NM4
3841928,NM1
3841982,NM3
3851515,NM1
3851547,NM2
3851543,NM3
3851585,NM4
3861036,NM1
3860779,NM2
3860817,NM3
3860803,NM4
3871505,NM1
3871753,NM2
3871698,NM3
3871738,NM4
3880894,NM1
3880108,NM2
3879769,NM3
3890657,NM1
3890663,NM2
3889346,NM3
3890684,NM4
3664423,NM1
3517734,NM3
2436189,NM4
3297551,NM1
2422768,NM3
3681164,NM1
3305982,NM1
3602276,NM1
3671976,NM2
3593847,NM4
3732612,NM1
3665005,NM2
3517097,NM3
3653847,NM4
3682178,NM1
3613161,NM2
3362072,NM3
2392472,NM1
3600798,NM2
3119382,NM3
2476968,NM4
3513644,NM1
3666536,NM2
3529703,NM3
3446914,NM1
2722172,NM2
3734845,NM3
3084313,NM1
1885215,NM4
3665403,NM1
3211635,NM1
2264467,NM3
2219810,NM4
2813123,NM1
3698747,NM2
3068235,NM4
3852942,NM2
3311532,NM3
3725695,NM4
3168981,NM3
3129678,NM1
3783723,NM4
3764532,NM2
3324021,NM3
3879086,NM3
3135266,NM1
509346,NM1
3160793,NM2
2662928,NM4
2592887,NM4
3503003,NM1
3634631,NM3
3192283,NM4
2841428,NM2
3666381,NM1
3666371,NM4
